,branch,variable,expression
288,Demand Sites and Catchments\New_Magma\VegFruit,Direct Recharge to GW,0.0
289,Demand Sites and Catchments\Arlington,Demand Priority,1
290,Demand Sites and Catchments\Arlington,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Area\arlingto.xlsx, A3:B12))"
291,Demand Sites and Catchments\Arlington,Precipitation,"ReadFromFile(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\Edited_Data\Buckeye_2009_2018.csv, 8)"
292,Demand Sites and Catchments\Arlington,Min Temperature,0
293,Demand Sites and Catchments\Arlington,Max Temperature,0
294,Demand Sites and Catchments\Arlington,Min Humidity,"ReadFromFile(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\Edited_Data\Buckeye_2009_2018.csv, 5)"
295,Demand Sites and Catchments\Arlington,Max Humidity,0
296,Demand Sites and Catchments\Arlington,Average Humidity,0
297,Demand Sites and Catchments\Arlington,Irrigation Use of Runoff,0
298,Demand Sites and Catchments\Arlington,Wind,"ReadFromFile(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\Edited_Data\Buckeye_2009_2018.csv, 9)"
299,Demand Sites and Catchments\Arlington,Solar Radiation,0
300,Demand Sites and Catchments\Arlington,Sunshine Hours,0
301,Demand Sites and Catchments\Arlington,Cloudiness Fraction,0
302,Demand Sites and Catchments\Arlington,Krs,0.16
303,Demand Sites and Catchments\Arlington,Capital Costs,0
304,Demand Sites and Catchments\Arlington,Fixed Operating Costs,0
305,Demand Sites and Catchments\Arlington,Variable Operating Costs,0
306,Demand Sites and Catchments\Arlington,Fixed Benefits,0
307,Demand Sites and Catchments\Arlington,Variable Benefits,0
308,Demand Sites and Catchments\Arlington\Alfalfa_hay,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\arlingto_Alfalfa.xlsx, A3:B12))*0.760"
309,Demand Sites and Catchments\Arlington\Alfalfa_hay,Potential Yield,"MultiCropValues(4846, 4846, 4846, 4846)"
310,Demand Sites and Catchments\Arlington\Alfalfa_hay,Irrigation Schedule,"IrrigationSchedule(1, Mar 1, May 14, % of RAW, 100, % Depletion, 100,  2, May 15, Jun 28, % of RAW, 100, % Depletion, 100,  3, Jun 29, Aug 12, % of RAW, 100, % Depletion, 100,  4, Aug 13, Sep 26, % of RAW, 100, % Depletion, 100)"
311,Demand Sites and Catchments\Arlington\Alfalfa_hay,Market Price,0
312,Demand Sites and Catchments\Arlington\Alfalfa_hay,Fraction Wetted,0.6
313,Demand Sites and Catchments\Arlington\Alfalfa_hay,Total Soil Thickness,2
314,Demand Sites and Catchments\Arlington\Alfalfa_hay,Irrigation Efficiency,60
315,Demand Sites and Catchments\Arlington\Alfalfa_hay,Loss to Groundwater,0
316,Demand Sites and Catchments\Arlington\Alfalfa_hay,Soil Water Capacity,SoilLibrary(Loam)
317,Demand Sites and Catchments\Arlington\Alfalfa_hay,Loss to Runoff,0
318,Demand Sites and Catchments\Arlington\Alfalfa_hay,Minimum Depth,0
319,Demand Sites and Catchments\Arlington\Alfalfa_hay,Target Depth,0
320,Demand Sites and Catchments\Arlington\Alfalfa_hay,Maximum Infiltration Rate,243.8
321,Demand Sites and Catchments\Arlington\Alfalfa_hay,Release Requirement,0
322,Demand Sites and Catchments\Arlington\Alfalfa_hay,Maximum Percolation Rate,7315.2
323,Demand Sites and Catchments\Arlington\Alfalfa_hay,Effective Precipitation,100
324,Demand Sites and Catchments\Arlington\Alfalfa_hay,Fraction Covered,0
325,Demand Sites and Catchments\Arlington\Alfalfa_hay,Direct Recharge to GW,0.0
326,Demand Sites and Catchments\Arlington\Corn_grain,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\arlingto_Corn.xlsx, A3:B12))*0.0447"
327,Demand Sites and Catchments\Arlington\Corn_grain,Potential Yield,9915
328,Demand Sites and Catchments\Arlington\Corn_grain,Irrigation Schedule,"IrrigationSchedule(1, Mar 15, Aug 1, % of RAW, 100, % Depletion, 100)"
329,Demand Sites and Catchments\Arlington\Corn_grain,Market Price,0
330,Demand Sites and Catchments\Arlington\Corn_grain,Fraction Wetted,0.6
331,Demand Sites and Catchments\Arlington\Corn_grain,Total Soil Thickness,2
332,Demand Sites and Catchments\Arlington\Corn_grain,Irrigation Efficiency,60
333,Demand Sites and Catchments\Arlington\Corn_grain,Loss to Groundwater,0
334,Demand Sites and Catchments\Arlington\Corn_grain,Soil Water Capacity,SoilLibrary(Loam)
335,Demand Sites and Catchments\Arlington\Corn_grain,Loss to Runoff,0
336,Demand Sites and Catchments\Arlington\Corn_grain,Minimum Depth,0
337,Demand Sites and Catchments\Arlington\Corn_grain,Target Depth,0
338,Demand Sites and Catchments\Arlington\Corn_grain,Maximum Infiltration Rate,243.8
339,Demand Sites and Catchments\Arlington\Corn_grain,Release Requirement,0
340,Demand Sites and Catchments\Arlington\Corn_grain,Maximum Percolation Rate,7315.2
341,Demand Sites and Catchments\Arlington\Corn_grain,Effective Precipitation,100
342,Demand Sites and Catchments\Arlington\Corn_grain,Fraction Covered,0
343,Demand Sites and Catchments\Arlington\Corn_grain,Direct Recharge to GW,0.0
344,Demand Sites and Catchments\Arlington\Durum_Wheat,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\arlingto_Durum Wheat.xlsx, A3:B12))"
345,Demand Sites and Catchments\Arlington\Durum_Wheat,Potential Yield,6445
346,Demand Sites and Catchments\Arlington\Durum_Wheat,Irrigation Schedule,"IrrigationSchedule(1, Jan 1, Jun 29, % of RAW, 100, % Depletion, 100)"
347,Demand Sites and Catchments\Arlington\Durum_Wheat,Market Price,0
348,Demand Sites and Catchments\Arlington\Durum_Wheat,Fraction Wetted,0.6
349,Demand Sites and Catchments\Arlington\Durum_Wheat,Total Soil Thickness,2
350,Demand Sites and Catchments\Arlington\Durum_Wheat,Irrigation Efficiency,60
351,Demand Sites and Catchments\Arlington\Durum_Wheat,Loss to Groundwater,0
352,Demand Sites and Catchments\Arlington\Durum_Wheat,Soil Water Capacity,SoilLibrary(Loam)
353,Demand Sites and Catchments\Arlington\Durum_Wheat,Loss to Runoff,0
354,Demand Sites and Catchments\Arlington\Durum_Wheat,Minimum Depth,0
355,Demand Sites and Catchments\Arlington\Durum_Wheat,Target Depth,0
356,Demand Sites and Catchments\Arlington\Durum_Wheat,Maximum Infiltration Rate,243.8
357,Demand Sites and Catchments\Arlington\Durum_Wheat,Release Requirement,0
358,Demand Sites and Catchments\Arlington\Durum_Wheat,Maximum Percolation Rate,7315.2
359,Demand Sites and Catchments\Arlington\Durum_Wheat,Effective Precipitation,100
360,Demand Sites and Catchments\Arlington\Durum_Wheat,Fraction Covered,0
361,Demand Sites and Catchments\Arlington\Durum_Wheat,Direct Recharge to GW,0.0
362,Demand Sites and Catchments\Arlington\Sorghum_grain,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\arlingto_Sorghum.xlsx, A3:B12))*0.1898"
363,Demand Sites and Catchments\Arlington\Sorghum_grain,Potential Yield,4516
364,Demand Sites and Catchments\Arlington\Sorghum_grain,Irrigation Schedule,"IrrigationSchedule(1, Apr 1, Aug 8, % of RAW, 100, % Depletion, 100)"
365,Demand Sites and Catchments\Arlington\Sorghum_grain,Market Price,0
366,Demand Sites and Catchments\Arlington\Sorghum_grain,Fraction Wetted,0.6
367,Demand Sites and Catchments\Arlington\Sorghum_grain,Total Soil Thickness,2
368,Demand Sites and Catchments\Arlington\Sorghum_grain,Irrigation Efficiency,60
369,Demand Sites and Catchments\Arlington\Sorghum_grain,Loss to Groundwater,0
370,Demand Sites and Catchments\Arlington\Sorghum_grain,Soil Water Capacity,SoilLibrary(Loam)
371,Demand Sites and Catchments\Arlington\Sorghum_grain,Loss to Runoff,0
372,Demand Sites and Catchments\Arlington\Sorghum_grain,Minimum Depth,0
373,Demand Sites and Catchments\Arlington\Sorghum_grain,Target Depth,0
374,Demand Sites and Catchments\Arlington\Sorghum_grain,Maximum Infiltration Rate,243.8
375,Demand Sites and Catchments\Arlington\Sorghum_grain,Release Requirement,0
376,Demand Sites and Catchments\Arlington\Sorghum_grain,Maximum Percolation Rate,7315.2
377,Demand Sites and Catchments\Arlington\Sorghum_grain,Effective Precipitation,100
378,Demand Sites and Catchments\Arlington\Sorghum_grain,Fraction Covered,0
379,Demand Sites and Catchments\Arlington\Sorghum_grain,Direct Recharge to GW,0.0
380,Demand Sites and Catchments\Arlington\Potatoes,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\arlingto_Potatoes.xlsx, A3:B12))"
381,Demand Sites and Catchments\Arlington\Potatoes,Potential Yield,31608
382,Demand Sites and Catchments\Arlington\Potatoes,Irrigation Schedule,"IrrigationSchedule(1, Mar 1, Jul 18, % of RAW, 100, % Depletion, 100)"
383,Demand Sites and Catchments\Arlington\Potatoes,Market Price,0
384,Demand Sites and Catchments\Arlington\Potatoes,Fraction Wetted,0.6
385,Demand Sites and Catchments\Arlington\Potatoes,Total Soil Thickness,2
386,Demand Sites and Catchments\Arlington\Potatoes,Irrigation Efficiency,60
387,Demand Sites and Catchments\Arlington\Potatoes,Loss to Groundwater,0
388,Demand Sites and Catchments\Arlington\Potatoes,Soil Water Capacity,SoilLibrary(Sandy loam)
389,Demand Sites and Catchments\Arlington\Potatoes,Loss to Runoff,0
390,Demand Sites and Catchments\Arlington\Potatoes,Minimum Depth,0
391,Demand Sites and Catchments\Arlington\Potatoes,Target Depth,0
392,Demand Sites and Catchments\Arlington\Potatoes,Maximum Infiltration Rate,487.7
393,Demand Sites and Catchments\Arlington\Potatoes,Release Requirement,0
394,Demand Sites and Catchments\Arlington\Potatoes,Maximum Percolation Rate,7315.2
395,Demand Sites and Catchments\Arlington\Potatoes,Effective Precipitation,100
396,Demand Sites and Catchments\Arlington\Potatoes,Fraction Covered,0
397,Demand Sites and Catchments\Arlington\Potatoes,Direct Recharge to GW,0.0
398,Demand Sites and Catchments\Arlington\Sugarbeets,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\arlingto_Sugarbeets.xlsx, A3:B12))"
399,Demand Sites and Catchments\Arlington\Sugarbeets,Potential Yield,50032
400,Demand Sites and Catchments\Arlington\Sugarbeets,Irrigation Schedule,"IrrigationSchedule(1, Sep 1, May 13, % of RAW, 100, % Depletion, 100)"
401,Demand Sites and Catchments\Arlington\Sugarbeets,Market Price,0
402,Demand Sites and Catchments\Arlington\Sugarbeets,Fraction Wetted,0.6
403,Demand Sites and Catchments\Arlington\Sugarbeets,Total Soil Thickness,2
404,Demand Sites and Catchments\Arlington\Sugarbeets,Irrigation Efficiency,60
405,Demand Sites and Catchments\Arlington\Sugarbeets,Loss to Groundwater,0
406,Demand Sites and Catchments\Arlington\Sugarbeets,Soil Water Capacity,SoilLibrary(Loam)
407,Demand Sites and Catchments\Arlington\Sugarbeets,Loss to Runoff,0
408,Demand Sites and Catchments\Arlington\Sugarbeets,Minimum Depth,0
409,Demand Sites and Catchments\Arlington\Sugarbeets,Target Depth,0
410,Demand Sites and Catchments\Arlington\Sugarbeets,Maximum Infiltration Rate,243.8
411,Demand Sites and Catchments\Arlington\Sugarbeets,Release Requirement,0
412,Demand Sites and Catchments\Arlington\Sugarbeets,Maximum Percolation Rate,7315.2
413,Demand Sites and Catchments\Arlington\Sugarbeets,Effective Precipitation,100
414,Demand Sites and Catchments\Arlington\Sugarbeets,Fraction Covered,0
415,Demand Sites and Catchments\Arlington\Sugarbeets,Direct Recharge to GW,0.0
416,Demand Sites and Catchments\Arlington\Cotton,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\arlingto_Cotton.xlsx, A3:B12))"
417,Demand Sites and Catchments\Arlington\Cotton,Potential Yield,1657
418,Demand Sites and Catchments\Arlington\Cotton,Irrigation Schedule,"IrrigationSchedule(1, Mar 15, Oct 25, % of RAW, 100, % Depletion, 100)"
419,Demand Sites and Catchments\Arlington\Cotton,Market Price,0
420,Demand Sites and Catchments\Arlington\Cotton,Fraction Wetted,0.6
421,Demand Sites and Catchments\Arlington\Cotton,Total Soil Thickness,2
422,Demand Sites and Catchments\Arlington\Cotton,Irrigation Efficiency,60
423,Demand Sites and Catchments\Arlington\Cotton,Loss to Groundwater,0
424,Demand Sites and Catchments\Arlington\Cotton,Soil Water Capacity,SoilLibrary(Loam)
425,Demand Sites and Catchments\Arlington\Cotton,Loss to Runoff,0
426,Demand Sites and Catchments\Arlington\Cotton,Minimum Depth,0
427,Demand Sites and Catchments\Arlington\Cotton,Target Depth,0
428,Demand Sites and Catchments\Arlington\Cotton,Maximum Infiltration Rate,243.8
429,Demand Sites and Catchments\Arlington\Cotton,Release Requirement,0
430,Demand Sites and Catchments\Arlington\Cotton,Maximum Percolation Rate,7315.2
431,Demand Sites and Catchments\Arlington\Cotton,Effective Precipitation,100
432,Demand Sites and Catchments\Arlington\Cotton,Fraction Covered,0
433,Demand Sites and Catchments\Arlington\Cotton,Direct Recharge to GW,0.0
434,Demand Sites and Catchments\Arlington\Barley,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\arlingto_Barley.xlsx, A3:B12))"
435,Demand Sites and Catchments\Arlington\Barley,Potential Yield,6099
436,Demand Sites and Catchments\Arlington\Barley,Irrigation Schedule,"IrrigationSchedule(1, Jan 1, Jun 9, % of RAW, 100, % Depletion, 100)"
437,Demand Sites and Catchments\Arlington\Barley,Market Price,0
438,Demand Sites and Catchments\Arlington\Barley,Fraction Wetted,0.6
439,Demand Sites and Catchments\Arlington\Barley,Total Soil Thickness,2
440,Demand Sites and Catchments\Arlington\Barley,Irrigation Efficiency,60
441,Demand Sites and Catchments\Arlington\Barley,Loss to Groundwater,0
442,Demand Sites and Catchments\Arlington\Barley,Soil Water Capacity,SoilLibrary(Loam)
443,Demand Sites and Catchments\Arlington\Barley,Loss to Runoff,0
444,Demand Sites and Catchments\Arlington\Barley,Minimum Depth,0
445,Demand Sites and Catchments\Arlington\Barley,Target Depth,0
446,Demand Sites and Catchments\Arlington\Barley,Maximum Infiltration Rate,243.8
447,Demand Sites and Catchments\Arlington\Barley,Release Requirement,0
448,Demand Sites and Catchments\Arlington\Barley,Maximum Percolation Rate,7315.2
449,Demand Sites and Catchments\Arlington\Barley,Effective Precipitation,100
450,Demand Sites and Catchments\Arlington\Barley,Fraction Covered,0
451,Demand Sites and Catchments\Arlington\Barley,Direct Recharge to GW,0.0
452,Demand Sites and Catchments\Arlington\Winter_Wheat,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\arlingto_Winter Wheat.xlsx, A3:B12))"
453,Demand Sites and Catchments\Arlington\Winter_Wheat,Potential Yield,6355
454,Demand Sites and Catchments\Arlington\Winter_Wheat,Irrigation Schedule,"IrrigationSchedule(1, Dec 1, May 29, % of RAW, 100, % Depletion, 100)"
455,Demand Sites and Catchments\Arlington\Winter_Wheat,Market Price,0
456,Demand Sites and Catchments\Arlington\Winter_Wheat,Fraction Wetted,0.6
457,Demand Sites and Catchments\Arlington\Winter_Wheat,Total Soil Thickness,2
458,Demand Sites and Catchments\Arlington\Winter_Wheat,Irrigation Efficiency,60
459,Demand Sites and Catchments\Arlington\Winter_Wheat,Loss to Groundwater,0
460,Demand Sites and Catchments\Arlington\Winter_Wheat,Soil Water Capacity,SoilLibrary(Loam)
461,Demand Sites and Catchments\Arlington\Winter_Wheat,Loss to Runoff,0
462,Demand Sites and Catchments\Arlington\Winter_Wheat,Minimum Depth,0
463,Demand Sites and Catchments\Arlington\Winter_Wheat,Target Depth,0
464,Demand Sites and Catchments\Arlington\Winter_Wheat,Maximum Infiltration Rate,243.8
465,Demand Sites and Catchments\Arlington\Winter_Wheat,Release Requirement,0
466,Demand Sites and Catchments\Arlington\Winter_Wheat,Maximum Percolation Rate,7315.2
467,Demand Sites and Catchments\Arlington\Winter_Wheat,Effective Precipitation,100
468,Demand Sites and Catchments\Arlington\Winter_Wheat,Fraction Covered,0
469,Demand Sites and Catchments\Arlington\Winter_Wheat,Direct Recharge to GW,0.0
470,Demand Sites and Catchments\Arlington\Other_Hay,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\arlingto_Other Hay.xlsx, A3:B12))"
471,Demand Sites and Catchments\Arlington\Other_Hay,Potential Yield,9824
472,Demand Sites and Catchments\Arlington\Other_Hay,Irrigation Schedule,"IrrigationSchedule(1, Jan 1, May 15, % of RAW, 100, % Depletion, 100)"
473,Demand Sites and Catchments\Arlington\Other_Hay,Market Price,0
474,Demand Sites and Catchments\Arlington\Other_Hay,Fraction Wetted,0.6
475,Demand Sites and Catchments\Arlington\Other_Hay,Total Soil Thickness,2
476,Demand Sites and Catchments\Arlington\Other_Hay,Irrigation Efficiency,60
477,Demand Sites and Catchments\Arlington\Other_Hay,Loss to Groundwater,0
478,Demand Sites and Catchments\Arlington\Other_Hay,Soil Water Capacity,SoilLibrary(Loam)
479,Demand Sites and Catchments\Arlington\Other_Hay,Loss to Runoff,0
480,Demand Sites and Catchments\Arlington\Other_Hay,Minimum Depth,0
481,Demand Sites and Catchments\Arlington\Other_Hay,Target Depth,0
482,Demand Sites and Catchments\Arlington\Other_Hay,Maximum Infiltration Rate,243.8
483,Demand Sites and Catchments\Arlington\Other_Hay,Release Requirement,0
484,Demand Sites and Catchments\Arlington\Other_Hay,Maximum Percolation Rate,7315.2
485,Demand Sites and Catchments\Arlington\Other_Hay,Effective Precipitation,100
486,Demand Sites and Catchments\Arlington\Other_Hay,Fraction Covered,0
487,Demand Sites and Catchments\Arlington\Other_Hay,Direct Recharge to GW,0.0
488,Demand Sites and Catchments\Arlington\Alfalfa_haylage,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\arlingto_Alfalfa.xlsx, A3:B12))*0.24"
489,Demand Sites and Catchments\Arlington\Alfalfa_haylage,Potential Yield,"MultiCropValues(2619, 2619, 2619, 2619)"
490,Demand Sites and Catchments\Arlington\Alfalfa_haylage,Irrigation Schedule,"IrrigationSchedule(1, Mar 1, May 14, % of RAW, 100, % Depletion, 100,  2, May 15, Jun 28, % of RAW, 100, % Depletion, 100,  3, Jun 29, Aug 12, % of RAW, 100, % Depletion, 100,  4, Aug 13, Sep 26, % of RAW, 100, % Depletion, 100)"
491,Demand Sites and Catchments\Arlington\Alfalfa_haylage,Market Price,0
492,Demand Sites and Catchments\Arlington\Alfalfa_haylage,Fraction Wetted,0.6
493,Demand Sites and Catchments\Arlington\Alfalfa_haylage,Total Soil Thickness,2
494,Demand Sites and Catchments\Arlington\Alfalfa_haylage,Irrigation Efficiency,60
495,Demand Sites and Catchments\Arlington\Alfalfa_haylage,Loss to Groundwater,0
496,Demand Sites and Catchments\Arlington\Alfalfa_haylage,Soil Water Capacity,SoilLibrary(Loam)
497,Demand Sites and Catchments\Arlington\Alfalfa_haylage,Loss to Runoff,0
498,Demand Sites and Catchments\Arlington\Alfalfa_haylage,Minimum Depth,0
499,Demand Sites and Catchments\Arlington\Alfalfa_haylage,Target Depth,0
500,Demand Sites and Catchments\Arlington\Alfalfa_haylage,Maximum Infiltration Rate,243.8
501,Demand Sites and Catchments\Arlington\Alfalfa_haylage,Release Requirement,0
502,Demand Sites and Catchments\Arlington\Alfalfa_haylage,Maximum Percolation Rate,7315.2
503,Demand Sites and Catchments\Arlington\Alfalfa_haylage,Effective Precipitation,100
504,Demand Sites and Catchments\Arlington\Alfalfa_haylage,Fraction Covered,0
505,Demand Sites and Catchments\Arlington\Alfalfa_haylage,Direct Recharge to GW,0.0
506,Demand Sites and Catchments\Arlington\Sorghum_silage,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\arlingto_Sorghum.xlsx, A3:B12))*0.8102"
